id,efficiency
0,0.3950632270224376
1,0.5468278808618413
2,0.5148678237198044
3,0.45392010899403723
4,0.47300007735725075
5,0.6605762284990682
6,0.5811399640239159
7,0.4540586009909663
8,0.46154199439438415
9,0.439539332619294
10,0.5757852119976938
11,0.3690688718221295
12,0.58343489537568
13,0.7240155223563489
14,0.51222261548534
15,0.4762288068506375
16,0.3511223743883458
17,0.3537325685458483
18,0.6538066878593705
19,0.5316015613067585
20,0.6016283107580181
21,0.4950822978076996
22,0.6830071871210939
23,0.4483410186354233
24,0.5539201722187403
25,0.3786362095130003
26,0.6043182106491998
27,0.6309742984754325
28,0.47133804540256263
29,0.4602968427404512
30,0.6358774675347132
31,0.6240327035899251
32,0.4205300392323052
33,0.47730316577885085
34,0.6777782010001023
35,0.4508545351949527
36,0.4904857403927119
37,0.5372057915502712
38,0.36612304368457765
39,0.45088231883881563
40,0.40692782996428595
41,0.6202298775870915
42,0.7363409317957335
43,0.66582007183689
44,0.6089605177690232
45,0.6134784465717842
46,0.5708962187557723
47,0.5961223533634377
48,0.7046839519413899
49,0.704799872506213
50,0.5181707883628561
51,0.49964231030157874
52,0.5894593684534617
53,0.5540907471208452
54,0.46598769936234885
55,0.4170600997426686
56,0.6164014565004496
57,0.3121084662758058
58,0.4025428301722186
59,0.4941282810489627
60,0.49072405331085694
61,0.43359394873554424
62,0.5579123254954268
63,0.5485203381123172
64,0.5611495986774246
65,0.7879838569991784
66,0.4509327618720949
67,0.6723494597999555
68,0.38492478209621944
69,0.40710983657919153
70,0.6553670935218198
71,0.5641659098263366
72,0.43578678560224865
73,0.5536609691803769
74,0.4297571043328113
75,0.5251015872484748
76,0.44749807327100666
77,0.4106609509650357
78,0.42725235736846956
79,0.36192123657311037
80,0.3725441068795413
81,0.45022492537778885
82,0.6542483149630554
83,0.6621451782121116
84,0.3635153841189163
85,0.7094008724232254
86,0.6250543261173851
87,0.49706874722679806
88,0.50969171945467
89,0.45890146867446013
90,0.5955752125535261
91,0.6948748821151566
92,0.5461317877269736
93,0.5707265253755862
94,0.5104143005324687
95,0.4492622152726932
96,0.62549565980044
97,0.35536761196470007
98,0.5363952611613187
99,0.8584705273937415
100,0.5101988626307687
101,0.6999552954731738
102,0.49046412457201727
103,0.48252103261538387
104,0.43195006555595966
105,0.509664943669921
106,0.5915483614943635
107,0.3974948339602452
108,0.4962432781101085
109,0.6242542486946213
110,0.4785476238094507
111,0.6197175778133968
112,0.6041587941206978
113,0.3794580075642539
114,0.5259027216037381
115,0.5685399472981651
116,0.41715613848825656
117,0.6478660372799949
118,0.3523355470474581
119,0.27401049516341003
120,0.536737076042002
121,0.530466364132927
122,0.3597130332800268
123,0.43027351682400394
124,0.6343438840941704
125,0.4809686592325333
126,0.5007970524623557
127,0.6285058924831757
128,0.602184534733561
129,0.6418586108440842
130,0.3489756904605865
131,0.4554105642711544
132,0.6582398054502672
133,0.5604338895784847
134,0.4976490755658727
135,0.28079629993405436
136,0.5841790069516746
137,0.647188030732119
138,0.6300216155526046
139,0.42213349440255077
140,0.49158939641938765
141,0.5089775770997582
142,0.45642951559204675
143,0.4879833099183593
144,0.5054815915422355
145,0.4209158952077143
146,0.5002094174240237
147,0.41735702878924386
148,0.4800049608423262
149,0.5114360848639969
150,0.4582734189117648
151,0.5287075340119161
152,0.38221067910749956
153,0.5889937163545322
154,0.5582493439311931
155,0.3524254269994892
156,0.5500159096073733
157,0.5561402344033676
158,0.32159445444781637
159,0.43023070173402195
160,0.51305793129691
161,0.4924782550387388
162,0.8571184299012449
163,0.5778046114245389
164,0.6764759332999677
165,0.7296900197996428
166,0.5365401388982678
167,0.4632604167505918
168,0.4262533254152655
169,0.4481645353811311
170,0.5951940889949148
171,0.5146096224148409
172,0.5973387486211612
173,0.68332881785028
174,0.5852981923707559
175,0.3997674520188353
176,0.5045585302458557
177,0.590948876685039
178,0.49407774852219105
179,0.5344953265562995
180,0.47325873149433256
181,0.5288876615315692
182,0.371622952010256
183,0.4706941918417016
184,0.5903492657071128
185,0.29090935239822063
186,0.49323279125719965
187,0.3607661998969072
188,0.5163266983582724
189,0.4148473012368357
190,0.5426144794421406
191,0.6644624163023294
192,0.46300324785447894
193,0.3850852290803381
194,0.5662881587928825
195,0.3473522275027709
196,0.4559297588891022
197,0.6227303998857814
198,0.7068897773904558
199,0.548595003829619
200,0.6029126807036131
201,0.4735973250083539
202,0.49200749613192774
203,0.523627493566216
204,0.5734983196744204
205,0.49497573132240524
206,0.4968772585844069
207,0.43193292713030285
208,0.3315154356552441
209,0.5358112098363802
210,0.3864613666040894
211,0.5296923822089097
212,0.4067672959383772
213,0.4099735802454361
214,0.4268042220168256
215,0.5333556732473623
216,0.3870004060465675
217,0.4230752545323994
218,0.5529968022888931
219,0.4888543086401475
220,0.5680766295636781
221,0.4554175599134765
222,0.4743387683543685
223,0.6871301852496776
224,0.4253231117432138
225,0.5539254450209901
226,0.3369306881595147
227,0.4271479265419993
228,0.6263356598621904
229,0.4717329153186922
230,0.6448498806995184
231,0.5783815588492738
232,0.5818211327590782
233,0.5735190951352537
234,0.36768395661035497
235,0.3799511614119598
236,0.4511157463634386
237,0.6378464652936988
238,0.44241221569656164
239,0.5540566966479877
240,0.5919828927886082
241,0.5182060288215584
242,0.6632329652724688
243,0.46933626334037776
244,0.5104456828692662
245,0.6367671915066189
246,0.6687501801075924
247,0.6348830488707433
248,0.4578003765395684
249,0.5041851386726393
250,0.4310630351357496
251,0.5120931586900419
252,0.41484887724018404
253,0.5438939699989799
254,0.4889580474350403
255,0.43438625949243154
256,0.4418919101271739
257,0.5966125962950801
258,0.6758918521759176
259,0.6686864590916313
260,0.5019146732696551
261,0.47284981975630347
262,0.33130665430404604
263,0.6163276549162102
264,0.28490149336942117
265,0.4741168913538068
266,0.42910183291145026
267,0.5086161513090428
268,0.571749681511852
269,0.7511139949673289
270,0.6451296900405082
271,0.4685997059591103
272,0.7048406220018117
273,0.5899285283778943
274,0.4739926622715722
275,0.5052770180625299
276,0.5387415011559424
277,0.4620087304732608
278,0.5780276533848456
279,0.5004961570928868
280,0.36030684438015775
281,0.45356568098167477
282,0.47906055112203344
283,0.6997334837498793
284,0.38288698036275887
285,0.5238105370722463
286,0.4463863872725944
287,0.40002271799891514
288,0.4169756260942895
289,0.5385577455504249
290,0.5515443426749669
291,0.5755902404456961
292,0.3126440442343397
293,0.4746600647662338
294,0.45544730956426044
295,0.544793926860812
296,0.5622840764758363
297,0.5373598190450044
298,0.3900975787230336
299,0.6212644419225193
300,0.44563957464678117
301,0.4615324507018969
302,0.5022939156392507
303,0.5691066322236207
304,0.5308017143695636
305,0.3580323332289818
306,0.4633831502781422
307,0.47324172277186194
308,0.6846571057942274
309,0.5328552421747192
310,0.5327795413081498
311,0.42623372376916885
312,0.5429233336936568
313,0.4775206543918597
314,0.4376560223852136
315,0.46251900629877973
316,0.38451836408556417
317,0.5128407151107649
318,0.3076685907730468
319,0.47159360762656505
320,0.5560450968733814
321,0.5638752414214077
322,0.5790588757582441
323,0.34327477798456874
324,0.5127514620544811
325,0.4535986143523132
326,0.6530296912478464
327,0.5017385660328035
328,0.4480763658169653
329,0.385910979614743
330,0.6775235888336513
